Number of Records,Avg Temp,Cause Group,Date (Weather.Csv),Date,Duration Precipitation,Humidity,Max Precipitation,Max Sight,Max Temp,Max Windgust,Max Windspeed,Min Humidity,Min Sight,Min Temp,Min Windspeed,Ns Lines,Province,Statistical Cause En,Total Precipitation,Windspeed
1,9,weather,06-Feb-11,06-Feb-11,0,80,0,70,11,20,13,70,60,8,9,Leiden Centraal-Alphen a/d Rijn,Zuid-Holland Utrecht,weather circumstances,0,11
1,8,infrastructure,07-Feb-11,07-Feb-11,0,80,0,80,10,19,12,70,60,6,5,Arnhem-Winterswijk,Gelderland,defective railway track,0,9
1,8,infrastructure,07-Feb-11,07-Feb-11,0,80,0,80,10,19,12,70,60,6,5,Utrecht Centraal-Amsterdam C/Schiphol,Noord-Holland Utrecht,defective railway track,0,9
1,8,infrastructure,07-Feb-11,07-Feb-11,0,80,0,80,10,19,12,70,60,6,5,Lelystad C-Schiphol,Zuid-Holland Noord-Holland Flevoland,signal failure,0,9
1,8,infrastructure,07-Feb-11,07-Feb-11,0,80,0,80,10,19,12,70,60,6,5,Rotterdam C-Dordrecht,Zuid-Holland Noord-Brabant,points failure,0,9
1,8,external,07-Feb-11,07-Feb-11,0,80,0,80,10,19,12,70,60,6,5,Nijmegen-'s-Hertogenbosch,Noord-Brabant Gelderland,by order of the fire service,0,9
1,8,accidents,07-Feb-11,07-Feb-11,0,80,0,80,10,19,12,70,60,6,5,Zwolle-Groningen,Groningen Drenthe Overijssel,person hit by a train,0,9
1,8,rolling stock,07-Feb-11,07-Feb-11,0,80,0,80,10,19,12,70,60,6,5,Lelystad C-Amsterdam C/Hilversum/Schiphol,Noord-Holland Flevoland,broken down train,0,9
1,8,infrastructure,07-Feb-11,07-Feb-11,0,80,0,80,10,19,12,70,60,6,5,Zwolle-Leeuwarden,Friesland Overijssel Drenthe,signal and level crossing failure,0,9
1,8,unknown,07-Feb-11,07-Feb-11,0,80,0,80,10,19,12,70,60,6,5,Rotterdam C-Hoek v H Strand,Drenthe,cause yet unknown,0,9
1,8,unknown,07-Feb-11,07-Feb-11,0,80,0,80,10,19,12,70,60,6,5,Hengelo-Bad Bentheim/Oldenzaal/Osnabrück,Overijssel,,0,9
1,4,unknown,08-Feb-11,08-Feb-11,0,90,0,80,9,8,5,70,30,-2,1,Hengelo-Bad Bentheim/Oldenzaal/Osnabrück,Overijssel,,0,3
1,4,infrastructure,08-Feb-11,08-Feb-11,0,90,0,80,9,8,5,70,30,-2,1,Groningen-Roodeschool,Groningen,signal failure,0,3
1,4,infrastructure,08-Feb-11,08-Feb-11,0,90,0,80,9,8,5,70,30,-2,1,Groningen-Delfzijl,Groningen,signal failure,0,3
1,4,infrastructure,08-Feb-11,08-Feb-11,0,90,0,80,9,8,5,70,30,-2,1,Arnhem-Winterswijk,Gelderland,signal failure,0,3
1,3,rolling stock,09-Feb-11,09-Feb-11,0,90,0,70,9,8,5,70,20,-2,1,Eindhoven-Venlo,Noord-Brabant Limburg,broken down train,0,3
1,3,accidents,09-Feb-11,09-Feb-11,0,90,0,70,9,8,5,70,20,-2,1,Tilburg-'s-Hertogenbosch/Eindhoven,Noord-Brabant,damaged railway bridge,0,3
1,3,infrastructure,09-Feb-11,09-Feb-11,0,90,0,70,9,8,5,70,20,-2,1,Zutphen-Hengelo,Overijssel Gelderland,defective railway track,0,3
1,3,unknown,09-Feb-11,09-Feb-11,0,90,0,70,9,8,5,70,20,-2,1,Schiphol-Lelystad C,Flevoland Noord-Holland,cause yet unknown,0,3
1,3,infrastructure,09-Feb-11,09-Feb-11,0,90,0,70,9,8,5,70,20,-2,1,Zutphen-Hengelo,Overijssel Gelderland,defective railway track,0,3
1,7,unknown,10-Feb-11,10-Feb-11,7,90,2,60,10,11,7,80,20,3,2,Arnhem-Winterswijk,Gelderland,cause yet unknown,6,5
1,7,accidents,10-Feb-11,10-Feb-11,7,90,2,60,10,11,7,80,20,3,2,Venlo-Roermond,Limburg,person hit by a train,6,5
1,7,infrastructure,10-Feb-11,10-Feb-11,7,90,2,60,10,11,7,80,20,3,2,Stavoren-Leeuwarden,Friesland,signal failure,6,5
1,7,infrastructure,10-Feb-11,10-Feb-11,7,90,2,60,10,11,7,80,20,3,2,Amsterdam C-Rotterdam C/Schiphol/Utrecht Centraal,Noord-Holland Utrecht,points failure,6,5
1,7,infrastructure,10-Feb-11,10-Feb-11,7,90,2,60,10,11,7,80,20,3,2,Schiphol-Lelystad C,Flevoland Noord-Holland,points failure,6,5
1,7,infrastructure,10-Feb-11,10-Feb-11,7,90,2,60,10,11,7,80,20,3,2,Rotterdam C-Delft/Hoek v H Strand,Zuid-Holland,damaged overhead wires,6,5
1,7,accidents,11-Feb-11,11-Feb-11,6,100,1,70,9,10,6,90,20,5,1,Deventer-Almelo,Overijssel,person hit by a train,5,3
1,7,accidents,11-Feb-11,11-Feb-11,6,100,1,70,9,10,6,90,20,5,1,Vlissingen-Roosendaal,Noord-Brabant Zeeland,person hit by a train,5,3
1,7,infrastructure,11-Feb-11,11-Feb-11,6,100,1,70,9,10,6,90,20,5,1,Ede-Wageningen-Amersfoort,Utrecht Gelderland,signal failure,5,3
1,7,accidents,11-Feb-11,11-Feb-11,6,100,1,70,9,10,6,90,20,5,1,Enschede-Hengelo,Overijssel,person hit by a train,5,3
1,7,engineering work,11-Feb-11,11-Feb-11,6,100,1,70,9,10,6,90,20,5,1,Arnhem-Nijmegen/Tiel,Gelderland,repair works,5,3
1,5,infrastructure,12-Feb-11,12-Feb-11,8,90,2,70,9,12,7,80,10,3,3,Arnhem-Winterswijk,Gelderland,signal failure,7,5
1,5,infrastructure,12-Feb-11,12-Feb-11,8,90,2,70,9,12,7,80,10,3,3,Rotterdam C-Amsterdam C,Noord-Holland Zuid-Holland,damaged overhead wires,7,5
1,5,unknown,12-Feb-11,12-Feb-11,8,90,2,70,9,12,7,80,10,3,3,Rotterdam C-Amsterdam C,Noord-Holland Zuid-Holland,cause yet unknown,7,5
1,5,external,12-Feb-11,12-Feb-11,8,90,2,70,9,12,7,80,10,3,3,Hilversum,Flevoland Noord-Holland Utrecht,by police orders,7,5
1,5,unknown,12-Feb-11,12-Feb-11,8,90,2,70,9,12,7,80,10,3,3,Venlo-Mönchengladbach/Roermond,Limburg,an obstruction on the line,7,5
1,6,rolling stock,13-Feb-11,13-Feb-11,0,90,0,70,8,9,6,80,10,3,3,Rotterdam C-Amsterdam C/Utrecht Centraal,Zuid-Holland Noord-Holland Utrecht,broken down train,0,4
1,6,rolling stock,13-Feb-11,13-Feb-11,0,90,0,70,8,9,6,80,10,3,3,Tiel-Arnhem,Gelderland,broken down train,0,4
1,6,infrastructure,13-Feb-11,13-Feb-11,0,90,0,70,8,9,6,80,10,3,3,Amersfoort-Deventer,Utrecht Gelderland,signal and level crossing failure,0,4
1,6,infrastructure,14-Feb-11,14-Feb-11,5,90,1,70,8,9,5,80,20,4,1,"Amsterdam C-Rotterdam C, Utrecht Centraal-Den Haag C/Rotterdam C",Zuid-Holland Utrecht Noord-Holland,points failure,3,3
1,6,infrastructure,14-Feb-11,14-Feb-11,5,90,1,70,8,9,5,80,20,4,1,Venlo-Eindhoven,Noord-Brabant Limburg,points failure,3,3
1,6,rolling stock,14-Feb-11,14-Feb-11,5,90,1,70,8,9,5,80,20,4,1,Amersfoort-Zwolle,Utrecht Gelderland Overijssel,broken down train,3,3
1,6,infrastructure,14-Feb-11,14-Feb-11,5,90,1,70,8,9,5,80,20,4,1,Rotterdam C-Schiphol,Noord-Holland Zuid-Holland,signal failure,3,3
1,6,infrastructure,14-Feb-11,14-Feb-11,5,90,1,70,8,9,5,80,20,4,1,Amsterdam C-Haarlem,Noord-Holland,damaged overhead wires,3,3
1,6,infrastructure,14-Feb-11,14-Feb-11,5,90,1,70,8,9,5,80,20,4,1,Utrecht Centraal-Arnhem/Rhenen,Gelderland Utrecht,signalling and points failure,3,3
1,6,infrastructure,14-Feb-11,14-Feb-11,5,90,1,70,8,9,5,80,20,4,1,Winterswijk-Zutphen,Gelderland,signal failure,3,3
1,5,infrastructure,15-Feb-11,15-Feb-11,2,90,1,70,8,9,6,80,10,2,2,KHbf-Arnhem,Drenthe,signal failure,1,4
1,5,infrastructure,15-Feb-11,15-Feb-11,2,90,1,70,8,9,6,80,10,2,2,Alphen a/d Rijn-Utrecht Centraal,Zuid-Holland Utrecht,signalling and points failure,1,4
1,5,infrastructure,15-Feb-11,15-Feb-11,2,90,1,70,8,9,6,80,10,2,2,Winterswijk-Zutphen,Gelderland,signal and level crossing failure,1,4
1,6,infrastructure,16-Feb-11,16-Feb-11,1,90,0,70,10,8,5,70,40,2,2,Alphen a/d Rijn-Gouda,Zuid-Holland Utrecht,signal failure,0,3
1,6,accidents,16-Feb-11,16-Feb-11,1,90,0,70,10,8,5,70,40,2,2,Amersfoort-Zwolle,Utrecht Gelderland Overijssel,damaged railway bridge,0,3
1,6,infrastructure,16-Feb-11,16-Feb-11,1,90,0,70,10,8,5,70,40,2,2,Utrecht Centraal-'s-Hertogenbosch,Noord-Brabant Gelderland Utrecht,signal failure,0,3
1,6,accidents,16-Feb-11,16-Feb-11,1,90,0,70,10,8,5,70,40,2,2,Rhenen-Utrecht Centraal,Utrecht,person hit by a train,0,3
1,6,infrastructure,16-Feb-11,16-Feb-11,1,90,0,70,10,8,5,70,40,2,2,Utrecht Centraal-Amersfoort,Utrecht Noord-Holland,damaged overhead wires,0,3
1,6,accidents,16-Feb-11,16-Feb-11,1,90,0,70,10,8,5,70,40,2,2,Deventer-Zwolle,Overijssel,person hit by a train,0,3
1,3,infrastructure,17-Feb-11,17-Feb-11,0,90,0,70,8,10,6,70,10,0,2,Arnhem-Winterswijk,Gelderland,signal and level crossing failure,0,4
1,3,infrastructure,17-Feb-11,17-Feb-11,0,90,0,70,8,10,6,70,10,0,2,Delfzijl-Groningen,Groningen,signal and level crossing failure,0,4
1,3,accidents,17-Feb-11,17-Feb-11,0,90,0,70,8,10,6,70,10,0,2,Den Haag C-Leiden Centraal,Zuid-Holland,person hit by a train,0,4
1,1,infrastructure,18-Feb-11,18-Feb-11,0,80,0,50,2,9,5,80,40,0,3,Rotterdam C-Den Haag C,Zuid-Holland,signal and level crossing failure,0,4
1,1,rolling stock,18-Feb-11,18-Feb-11,0,80,0,50,2,9,5,80,40,0,3,Rotterdam C-Amsterdam C,Noord-Holland Zuid-Holland,broken down train,0,4
1,2,rolling stock,19-Feb-11,19-Feb-11,1,80,0,60,4,11,7,70,40,0,4,Arnhem-Schiphol/Utrecht Centraal,Gelderland Utrecht,broken down train,0,6
1,2,unknown,19-Feb-11,19-Feb-11,1,80,0,60,4,11,7,70,40,0,4,Lelystad C-Schiphol,Zuid-Holland Noord-Holland Flevoland,cause yet unknown,0,6
1,2,accidents,19-Feb-11,19-Feb-11,1,80,0,60,4,11,7,70,40,0,4,Enkhuizen-Amsterdam C/Schiphol,Noord-Holland,person hit by a train,0,6
1,2,infrastructure,19-Feb-11,19-Feb-11,1,80,0,60,4,11,7,70,40,0,4,Groningen-Roodeschool,Groningen,points failure,0,6
1,2,accidents,19-Feb-11,19-Feb-11,1,80,0,60,4,11,7,70,40,0,4,Dordrecht-Breda/Roosendaal,Noord-Brabant Zuid-Holland,person hit by a train,0,6
1,0,rolling stock,20-Feb-11,20-Feb-11,0,70,0,70,2,12,8,60,50,-2,5,Rotterdam C-Amsterdam C,Noord-Holland Zuid-Holland,broken down train,0,6
1,0,infrastructure,20-Feb-11,20-Feb-11,0,70,0,70,2,12,8,60,50,-2,5,Groningen-Roodeschool,Groningen,signalling and points failure,0,6
1,-2,infrastructure,21-Feb-11,21-Feb-11,0,70,0,70,2,10,7,60,60,-4,4,Roodeschool-Groningen,Groningen,signal failure,0,5
1,-2,infrastructure,21-Feb-11,21-Feb-11,0,70,0,70,2,10,7,60,60,-4,4,Tilburg-Breda,Noord-Brabant,points failure,0,5
1,-2,logistical,21-Feb-11,21-Feb-11,0,70,0,70,2,10,7,60,60,-4,4,Utrecht Centraal,Noord-Brabant Gelderland Utrecht Flevoland Noord-Holland Zuid-Holland,an earlier disruption,0,5
1,-2,infrastructure,21-Feb-11,21-Feb-11,0,70,0,70,2,10,7,60,60,-4,4,'s-Hertogenbosch,Noord-Brabant Gelderland Utrecht,signalling and points failure,0,5
1,-2,rolling stock,21-Feb-11,21-Feb-11,0,70,0,70,2,10,7,60,60,-4,4,Utrecht Centraal-Arnhem,Gelderland Utrecht,broken down train,0,5
1,-2,infrastructure,21-Feb-11,21-Feb-11,0,70,0,70,2,10,7,60,60,-4,4,Leer (Ostfr.)-Groningen,Groningen,signal failure,0,5
1,-2,rolling stock,22-Feb-11,22-Feb-11,0,70,0,70,2,8,5,50,60,-6,2,Utrecht Centraal-Den Haag C,Zuid-Holland Utrecht,broken down train,0,4
1,-2,infrastructure,22-Feb-11,22-Feb-11,0,70,0,70,2,8,5,50,60,-6,2,Zwolle-Leeuwarden,Friesland Overijssel Drenthe,damaged railway bridge,0,4
1,-2,accidents,22-Feb-11,22-Feb-11,0,70,0,70,2,8,5,50,60,-6,2,Deventer-Apeldoorn,Gelderland Overijssel,person hit by a train,0,4
1,-2,rolling stock,22-Feb-11,22-Feb-11,0,70,0,70,2,8,5,50,60,-6,2,Haarlem-Amsterdam C,Noord-Holland,broken down train,0,4
1,-2,infrastructure,22-Feb-11,22-Feb-11,0,70,0,70,2,8,5,50,60,-6,2,Zwolle-Groningen,Groningen Drenthe Overijssel,points failure,0,4
1,0,infrastructure,23-Feb-11,23-Feb-11,6,80,1,60,3,11,7,60,20,-3,3,Delfzijl-Groningen,Groningen,signal failure,4,5
1,0,rolling stock,23-Feb-11,23-Feb-11,6,80,1,60,3,11,7,60,20,-3,3,Arnhem-Winterswijk,Gelderland,broken down train,4,5
1,0,infrastructure,23-Feb-11,23-Feb-11,6,80,1,60,3,11,7,60,20,-3,3,Leeuwarden-Harlingen Haven,Drenthe,signal failure,4,5
1,0,accidents,23-Feb-11,23-Feb-11,6,80,1,60,3,11,7,60,20,-3,3,Amsterdam C-Leiden Centraal,Noord-Holland Zuid-Holland,person hit by a train,4,5
1,0,external,23-Feb-11,23-Feb-11,6,80,1,60,3,11,7,60,20,-3,3,Amsterdam C-Alkmaar/Enkhuizen/Uitgeest,Noord-Holland,by police orders,4,5
1,4,infrastructure,24-Feb-11,24-Feb-11,4,100,1,40,6,10,6,90,0,1,1,Amsterdam C-Rotterdam C,Noord-Holland Zuid-Holland,points failure,2,3
1,4,infrastructure,24-Feb-11,24-Feb-11,4,100,1,40,6,10,6,90,0,1,1,Breda-Roosendaal/Rotterdam C,Noord-Brabant Zuid-Holland,signal failure,2,3
1,4,unknown,24-Feb-11,24-Feb-11,4,100,1,40,6,10,6,90,0,1,1,Utrecht Centraal-Schiphol,Noord-Holland Utrecht,cause yet unknown,2,3
1,4,unknown,24-Feb-11,24-Feb-11,4,100,1,40,6,10,6,90,0,1,1,Schiphol-Alkmaar/Enkhuizen,Zuid-Holland Noord-Holland,cause yet unknown,2,3
1,7,infrastructure,25-Feb-11,25-Feb-11,1,100,0,40,8,8,5,100,0,5,2,Venlo-Mönchengladbach/Roermond,Limburg,points failure,0,4
1,7,infrastructure,25-Feb-11,25-Feb-11,1,100,0,40,8,8,5,100,0,5,2,Amersfoort-Deventer,Utrecht Gelderland,signal and level crossing failure,0,4
1,7,logistical,25-Feb-11,25-Feb-11,1,100,0,40,8,8,5,100,0,5,2,Leiden Centraal-Amsterdam C/Schiphol,Zuid-Holland Noord-Holland,an earlier disruption,0,4
1,7,rolling stock,26-Feb-11,26-Feb-11,7,100,2,60,9,12,7,90,10,6,4,Amersfoort-Apeldoorn/Ede-Wageningen,Utrecht Gelderland,broken down train,5,5
1,7,rolling stock,26-Feb-11,26-Feb-11,7,100,2,60,9,12,7,90,10,6,4,Arnhem-Winterswijk,Gelderland,broken down train,5,5
1,7,infrastructure,26-Feb-11,26-Feb-11,7,100,2,60,9,12,7,90,10,6,4,Roosendaal-Breda,Noord-Brabant,points failure,5,5
1,4,infrastructure,27-Feb-11,27-Feb-11,15,90,2,60,6,14,9,90,20,2,3,Amersfoort-Ede-Wageningen,Utrecht Gelderland,signal failure,12,6
1,4,accidents,27-Feb-11,27-Feb-11,15,90,2,60,6,14,9,90,20,2,3,Groningen-Zwolle,Groningen Drenthe Overijssel,collision,12,6
1,4,accidents,27-Feb-11,27-Feb-11,15,90,2,60,6,14,9,90,20,2,3,Maastricht-Liège-Guillemins/Visé,Drenthe,person hit by a train,12,6
1,4,infrastructure,27-Feb-11,27-Feb-11,15,90,2,60,6,14,9,90,20,2,3,Nijmegen-'s-Hertogenbosch,Noord-Brabant Gelderland,signal and level crossing failure,12,6
1,3,accidents,28-Feb-11,28-Feb-11,3,90,0,40,4,8,5,90,10,1,2,Nijmegen-'s-Hertogenbosch,Noord-Brabant Gelderland,person hit by a train,1,4
1,3,accidents,28-Feb-11,28-Feb-11,3,90,0,40,4,8,5,90,10,1,2,Haarlem-Den Haag C/Den Haag HS,Noord-Holland Zuid-Holland,person hit by a train,1,4
1,3,accidents,28-Feb-11,28-Feb-11,3,90,0,40,4,8,5,90,10,1,2,Alkmaar-Den Helder,Noord-Holland,damaged railway bridge,1,4
1,3,accidents,28-Feb-11,28-Feb-11,3,90,0,40,4,8,5,90,10,1,2,Amsterdam C-Haarlem,Noord-Holland,person hit by a train,1,4
1,3,infrastructure,28-Feb-11,28-Feb-11,3,90,0,40,4,8,5,90,10,1,2,Amsterdam C-Leiden Centraal,Noord-Holland Zuid-Holland,damaged overhead wires,1,4
1,3,external,28-Feb-11,28-Feb-11,3,90,0,40,4,8,5,90,10,1,2,Rotterdam C-Hoek v H Strand,Drenthe,by police orders,1,4
1,3,external,01-Mar-11,01-Mar-11,0,90,0,50,5,11,7,80,10,1,3,Nijmegen-'s-Hertogenbosch,Noord-Brabant Gelderland,copper theft,0,5
1,3,accidents,01-Mar-11,01-Mar-11,0,90,0,50,5,11,7,80,10,1,3,Roosendaal-Breda,Noord-Brabant,person hit by a train,0,5
1,3,infrastructure,01-Mar-11,01-Mar-11,0,90,0,50,5,11,7,80,10,1,3,Rotterdam C-Hoek v H Strand,Drenthe,damaged railway bridge,0,5
1,3,rolling stock,01-Mar-11,01-Mar-11,0,90,0,50,5,11,7,80,10,1,3,Arnhem-Winterswijk,Gelderland,broken down train,0,5
1,2,rolling stock,02-Mar-11,02-Mar-11,0,80,0,50,6,11,7,70,20,-1,4,Heerlen-Maastricht,Limburg,broken down train,0,6
1,2,infrastructure,02-Mar-11,02-Mar-11,0,80,0,50,6,11,7,70,20,-1,4,Mönchengladbach-Venlo,Drenthe,damaged overhead wires,0,6
1,2,infrastructure,02-Mar-11,02-Mar-11,0,80,0,50,6,11,7,70,20,-1,4,Eindhoven-Schiphol,Noord-Brabant Gelderland Utrecht Noord-Holland,signalling and points failure,0,6
1,2,accidents,02-Mar-11,02-Mar-11,0,80,0,50,6,11,7,70,20,-1,4,Nijmegen-Venlo,Gelderland Limburg Noord-Brabant,person hit by a train,0,6
1,2,accidents,02-Mar-11,02-Mar-11,0,80,0,50,6,11,7,70,20,-1,4,"Amsterdam C-Den Helder/Heerhugowaard, Haarlem-Hoorn",Noord-Holland,person hit by a train,0,6
1,1,rolling stock,03-Mar-11,03-Mar-11,0,80,0,60,5,10,6,60,20,-2,4,Alkmaar-Haarlem,Noord-Holland,broken down train,0,5
1,1,accidents,03-Mar-11,03-Mar-11,0,80,0,60,5,10,6,60,20,-2,4,Breda-Tilburg,Noord-Brabant,person hit by a train,0,5
1,1,accidents,03-Mar-11,03-Mar-11,0,80,0,60,5,10,6,60,20,-2,4,Vlissingen-Roosendaal,Noord-Brabant Zeeland,person hit by a train,0,5
1,1,accidents,03-Mar-11,03-Mar-11,0,80,0,60,5,10,6,60,20,-2,4,Maastricht-Liège-Guillemins,Limburg,person hit by a train,0,5
1,1,engineering work,03-Mar-11,03-Mar-11,0,80,0,60,5,10,6,60,20,-2,4,Arnhem-Nijmegen,Gelderland,repair works,0,5
1,1,engineering work,03-Mar-11,03-Mar-11,0,80,0,60,5,10,6,60,20,-2,4,Arnhem-Nijmegen/Tiel,Gelderland,repair works,0,5
1,1,accidents,03-Mar-11,03-Mar-11,0,80,0,60,5,10,6,60,20,-2,4,Arnhem-Utrecht Centraal,Gelderland Utrecht,person hit by a train,0,5
1,1,engineering work,03-Mar-11,03-Mar-11,0,80,0,60,5,10,6,60,20,-2,4,Arnhem-Nijmegen/Tiel,Gelderland,repair works,0,5
1,1,infrastructure,03-Mar-11,03-Mar-11,0,80,0,60,5,10,6,60,20,-2,4,Amsterdam C-Amersfoort,Utrecht Noord-Holland,points failure,0,5
1,0,staff,04-Mar-11,04-Mar-11,0,90,0,60,5,7,5,70,20,-3,2,Maastricht-Liège-Guillemins,Limburg,staff strike,0,3
1,0,external,04-Mar-11,04-Mar-11,0,90,0,60,5,7,5,70,20,-3,2,Hilversum-Amsterdam C/Lelystad C/Schiphol,Flevoland Noord-Holland Utrecht,by police orders,0,3
1,3,infrastructure,05-Mar-11,05-Mar-11,0,90,0,70,6,9,6,70,20,-1,1,Nijverdal-Almelo,Overijssel,signal failure,0,3
1,2,infrastructure,06-Mar-11,06-Mar-11,0,70,0,80,6,9,6,50,60,-2,2,Nijmegen-Venlo,Gelderland Limburg Noord-Brabant,signal failure,0,4
1,2,engineering work,07-Mar-11,07-Mar-11,0,60,0,80,8,9,6,30,70,-2,2,Zwolle-Emmen,Drenthe Overijssel,repair works,0,4
1,2,rolling stock,07-Mar-11,07-Mar-11,0,60,0,80,8,9,6,30,70,-2,2,Lelystad C-Schiphol,Zuid-Holland Noord-Holland Flevoland,broken down train,0,4
1,2,rolling stock,07-Mar-11,07-Mar-11,0,60,0,80,8,9,6,30,70,-2,2,Arnhem-Winterswijk,Gelderland,broken down train,0,4
1,2,infrastructure,07-Mar-11,07-Mar-11,0,60,0,80,8,9,6,30,70,-2,2,Leiden Centraal-Amsterdam C/Haarlem/Hoorn,Noord-Holland Zuid-Holland,points failure,0,4
1,2,accidents,07-Mar-11,07-Mar-11,0,60,0,80,8,9,6,30,70,-2,2,Roosendaal-Breda,Noord-Brabant,person hit by a train,0,4
1,4,infrastructure,08-Mar-11,08-Mar-11,0,60,0,80,10,10,6,40,50,-2,2,Nijmegen-Arnhem,Gelderland,points failure,0,4
1,4,infrastructure,08-Mar-11,08-Mar-11,0,60,0,80,10,10,6,40,50,-2,2,Amsterdam C-Rotterdam C/Schiphol/Utrecht Centraal,Noord-Holland Utrecht,points failure,0,4
1,4,accidents,08-Mar-11,08-Mar-11,0,60,0,80,10,10,6,40,50,-2,2,Venlo-Eindhoven,Noord-Brabant Limburg,person hit by a train,0,4
1,6,infrastructure,09-Mar-11,09-Mar-11,1,80,0,70,9,15,10,70,40,3,4,Dordrecht-Breda/Roosendaal,Noord-Brabant Zuid-Holland,signal failure,0,7
1,6,unknown,09-Mar-11,09-Mar-11,1,80,0,70,9,15,10,70,40,3,4,Rotterdam C-Dordrecht,Zuid-Holland Noord-Brabant,an obstruction on the line,0,7
1,6,infrastructure,09-Mar-11,09-Mar-11,1,80,0,70,9,15,10,70,40,3,4,Zutphen-Hengelo,Overijssel Gelderland,points failure,0,7
1,6,rolling stock,09-Mar-11,09-Mar-11,1,80,0,70,9,15,10,70,40,3,4,Heerlen-Eindhoven,Limburg,broken down train,0,7
1,6,infrastructure,09-Mar-11,09-Mar-11,1,80,0,70,9,15,10,70,40,3,4,Utrecht Centraal-Arnhem,Gelderland Utrecht,points failure,0,7
1,7,engineering work,10-Mar-11,10-Mar-11,0,80,0,70,10,19,12,80,60,4,5,Schiphol-Den Haag C/Rotterdam C,Zuid-Holland,engineering works,0,9
1,7,staff,10-Mar-11,10-Mar-11,0,80,0,70,10,19,12,80,60,4,5,Venlo,Noord-Brabant Limburg Gelderland,staff strike,0,9
1,7,external,10-Mar-11,10-Mar-11,0,80,0,70,10,19,12,80,60,4,5,Amsterdam C-Haarlem,Noord-Holland,an emergency call,0,9
1,7,accidents,10-Mar-11,10-Mar-11,0,80,0,70,10,19,12,80,60,4,5,Eindhoven-Venlo,Noord-Brabant Limburg,collision,0,9
1,7,infrastructure,10-Mar-11,10-Mar-11,0,80,0,70,10,19,12,80,60,4,5,Nijmegen-Arnhem,Gelderland,points failure,0,9
1,7,accidents,10-Mar-11,10-Mar-11,0,80,0,70,10,19,12,80,60,4,5,Alkmaar-Den Helder,Noord-Holland,collision,0,9
1,7,engineering work,11-Mar-11,11-Mar-11,0,80,0,80,10,13,8,60,60,3,2,Den Haag C-Rotterdam C,Zuid-Holland,over-running engineering works,0,5
1,7,infrastructure,11-Mar-11,11-Mar-11,0,80,0,80,10,13,8,60,60,3,2,Arnhem-Winterswijk,Gelderland,signal and level crossing failure,0,5
1,7,infrastructure,11-Mar-11,11-Mar-11,0,80,0,80,10,13,8,60,60,3,2,Groningen-Leer (Ostfr.),Groningen,signalling and points failure,0,5
1,7,external,11-Mar-11,11-Mar-11,0,80,0,80,10,13,8,60,60,3,2,Zwolle-Groningen,Groningen Drenthe Overijssel,by police orders,0,5
1,10,engineering work,13-Mar-11,13-Mar-11,2,80,0,80,13,9,6,70,40,8,1,Utrecht Centraal-Hilversum,Flevoland Noord-Holland Utrecht,engineering works,1,4
1,10,accidents,13-Mar-11,13-Mar-11,2,80,0,80,13,9,6,70,40,8,1,Zwolle-Groningen/Leeuwarden,Groningen Drenthe Overijssel Friesland,person hit by a train,1,4
1,10,infrastructure,13-Mar-11,13-Mar-11,2,80,0,80,13,9,6,70,40,8,1,Zutphen-Winterswijk,Gelderland,signalling and points failure,1,4
1,10,engineering work,13-Mar-11,13-Mar-11,2,80,0,80,13,9,6,70,40,8,1,Eindhoven-Venlo,Noord-Brabant Limburg,repair works,1,4
1,10,infrastructure,14-Mar-11,14-Mar-11,2,90,0,60,13,7,4,80,10,7,1,Winterswijk-Arnhem,Gelderland,signal failure,1,2
1,10,engineering work,14-Mar-11,14-Mar-11,2,90,0,60,13,7,4,80,10,7,1,Breda-Dordrecht,Noord-Brabant Zuid-Holland,over-running engineering works,1,2
1,10,infrastructure,14-Mar-11,14-Mar-11,2,90,0,60,13,7,4,80,10,7,1,Roosendaal-Dordrecht,Zuid-Holland Noord-Brabant,power failure,1,2
1,10,rolling stock,14-Mar-11,14-Mar-11,2,90,0,60,13,7,4,80,10,7,1,Heerlen-Aachen/Kerkrade C,Limburg,broken down train,1,2
1,10,infrastructure,14-Mar-11,14-Mar-11,2,90,0,60,13,7,4,80,10,7,1,Winterswijk-Arnhem,Gelderland,signal and level crossing failure,1,2
1,10,infrastructure,14-Mar-11,14-Mar-11,2,90,0,60,13,7,4,80,10,7,1,Utrecht Centraal-Amersfoort,Utrecht Noord-Holland,signal and level crossing failure,1,2
1,10,unknown,14-Mar-11,14-Mar-11,2,90,0,60,13,7,4,80,10,7,1,Maastricht-Heerlen,Limburg,an obstruction on the line,1,2
1,10,accidents,14-Mar-11,14-Mar-11,2,90,0,60,13,7,4,80,10,7,1,"Ede-Wageningen-Arnhem, Utrecht Centraal-Ede-Wageningen/Rhenen",Gelderland Utrecht,collision,1,2
1,10,infrastructure,14-Mar-11,14-Mar-11,2,90,0,60,13,7,4,80,10,7,1,Stavoren-Leeuwarden,Friesland,signal failure,1,2
1,10,unknown,14-Mar-11,14-Mar-11,2,90,0,60,13,7,4,80,10,7,1,Kerkrade C-Maastricht,Limburg,cause yet unknown,1,2
1,10,engineering work,15-Mar-11,15-Mar-11,0,90,0,60,15,11,7,70,10,7,3,Schiphol,Utrecht Noord-Holland Zuid-Holland Flevoland,over-running engineering works,0,5
